1.000000	1360.544218	1.000000	1282.051282	1.000000	1360.460300	150.010381	0.000000	150.040569	0.000000	-0.006945	-0.000025	-0.000030	-0.000203	NaN	NaN	NaN	NaN	NaN
2.000000	1360.544218	1.000000	1282.051282	1.000000	1360.460300	150.010381	0.000000	135.030184	0.000000	-0.006117	-0.000024	-0.000031	-0.000200	NaN	NaN	NaN	NaN	NaN
3.000000	1360.544218	1.000000	1282.051282	1.000000	1360.460300	150.010381	0.000000	119.953087	0.000000	-0.007905	-0.000025	-0.000032	-0.000181	NaN	NaN	NaN	NaN	NaN
4.000000	1360.544218	1.000000	1282.051282	1.000000	1360.460300	150.010381	0.000000	104.942703	0.000000	-0.007177	-0.000026	-0.000033	-0.000189	NaN	NaN	NaN	NaN	NaN
5.000000	1360.544218	1.000000	1282.051282	1.000000	1360.460300	150.010381	0.000000	89.932319	0.000000	-0.004980	-0.000028	-0.000031	-0.000193	NaN	NaN	NaN	NaN	NaN
6.000000	1360.544218	1.000000	1282.051282	1.000000	1360.460300	150.010381	0.000000	74.921934	0.000000	-0.002030	-0.000025	-0.000028	-0.000196	NaN	NaN	NaN	NaN	NaN
7.000000	1360.544218	1.000000	1282.051282	1.000000	1360.460300	150.010381	0.000000	60.044976	0.000000	-0.000344	-0.000027	-0.000030	-0.000198	NaN	NaN	NaN	NaN	NaN
8.000000	1360.544218	1.000000	1282.051282	1.000000	1360.460300	150.010381	0.000000	44.967879	0.000000	0.002656	-0.000026	-0.000029	-0.000173	NaN	NaN	NaN	NaN	NaN
9.000000	1360.544218	1.000000	1282.051282	1.000000	1360.460300	150.010381	0.000000	30.090920	0.000000	0.000216	-0.000024	-0.000032	-0.000214	NaN	NaN	NaN	NaN	NaN
10.000000	1360.544218	1.000000	1282.051282	1.000000	1360.460300	150.010381	0.000000	14.947110	0.000000	0.001248	-0.000025	-0.000027	-0.000195	NaN	NaN	NaN	NaN	NaN
11.000000	1360.544218	1.000000	1282.051282	1.000000	1360.460300	150.010381	0.000000	0.003439	0.000000	0.001745	-0.000023	-0.000030	-0.000216	NaN	NaN	NaN	NaN	NaN
12.000000	1360.544218	1.000000	1282.051282	1.000000	1360.460300	150.010381	0.000000	-15.006946	0.000000	0.001641	-0.000027	-0.000031	-0.000204	NaN	NaN	NaN	NaN	NaN
13.000000	1360.544218	1.000000	1282.051282	1.000000	1360.460300	150.010381	0.000000	-30.017330	0.000000	-0.004336	-0.000026	-0.000034	-0.000204	NaN	NaN	NaN	NaN	NaN
14.000000	1360.544218	1.000000	1282.051282	1.000000	1360.460300	150.010381	0.000000	-45.027714	0.000000	-0.006598	-0.000027	-0.000031	-0.000202	NaN	NaN	NaN	NaN	NaN
15.000000	1360.544218	1.000000	1282.051282	1.000000	1360.460300	150.010381	0.000000	-60.038099	0.000000	-0.005778	-0.000025	-0.000029	-0.000203	NaN	NaN	NaN	NaN	NaN
16.000000	1360.544218	1.000000	1282.051282	1.000000	1360.460300	150.010381	0.000000	-74.981770	0.000000	-0.008282	-0.000027	-0.000033	-0.000201	NaN	NaN	NaN	NaN	NaN
17.000000	1360.544218	1.000000	1282.051282	1.000000	1360.460300	150.010381	0.000000	-89.992154	0.000000	-0.006473	-0.000028	-0.000033	-0.000201	NaN	NaN	NaN	NaN	NaN
18.000000	1360.544218	1.000000	1282.051282	1.000000	1360.460300	150.010381	0.000000	-105.135964	0.000000	-0.008775	-0.000027	-0.000031	-0.000193	NaN	NaN	NaN	NaN	NaN
19.000000	1360.544218	1.000000	1282.051282	1.000000	1360.460300	150.010381	0.000000	-120.079636	0.000000	-0.007838	-0.000025	-0.000029	-0.000202	NaN	NaN	NaN	NaN	NaN
20.000000	1360.544218	1.000000	1282.051282	1.000000	1360.460300	150.010381	0.000000	-135.090020	0.000000	-0.008032	-0.000027	-0.000032	-0.000201	NaN	NaN	NaN	NaN	NaN
21.000000	1360.544218	1.000000	1282.051282	1.000000	1360.460300	150.010381	0.000000	-150.100404	0.000000	-0.007900	-0.000027	-0.000032	-0.000211	NaN	NaN	NaN	NaN	NaN
22.000000	1360.544218	1.000000	1282.051282	1.000000	1360.460300	134.999996	0.000000	150.040569	0.000000	-0.007325	-0.000024	-0.000030	-0.000212	NaN	NaN	NaN	NaN	NaN
23.000000	1360.544218	1.000000	1282.051282	1.000000	1360.460300	134.999996	0.000000	135.030184	0.000000	-0.006641	-0.000025	-0.000032	-0.000209	NaN	NaN	NaN	NaN	NaN
24.000000	1360.544218	1.000000	1282.051282	1.000000	1360.460300	134.999996	0.000000	120.086513	0.000000	-0.007498	-0.000024	-0.000030	-0.000204	NaN	NaN	NaN	NaN	NaN
