600LP,,600LP1,,600LP2,,550LP,,600SP800N,,600SP800N1,,530SP,,GSBS,,550LP2,,530SP2,,530SP_HI,,
Wavelength (nm),Abs,Wavelength (nm),%T,Wavelength (nm),%T,Wavelength (nm),%T,Wavelength (nm),%T,Wavelength (nm),%T,Wavelength (nm),%T,Wavelength (nm),%T,Wavelength (nm),%T,Wavelength (nm),%T,Wavelength (nm),%T,
639.9643555,0.02687561698,617.9301758,93.61827087,717.9608154,94.17463684,717.9608154,84.90765381,717.9608154,0.01658667065,717.9608154,0.01759600267,717.9608154,0.04826890677,717.9608154,0.2798603773,717.9608154,0.01060885284,717.9608154,0.03177896142,767.9657593,8.884488106,
634.9819336,0.0274918694,617.0460205,93.51872253,716.9603271,94.47914124,716.9603271,84.69821167,716.9603271,0.03112532943,716.9603271,0.03329326585,716.9603271,0.001081564464,716.9603271,0.2710667253,716.9603271,0.02126705088,716.9603271,0.06055477262,766.9829102,9.092604637,
629.9924316,0.02627569251,616.0141602,93.54409027,715.9594727,94.46725464,715.9594727,84.34307861,715.9594727,0.02237665839,715.9594727,-0.0229793787,715.9594727,0.03548740596,715.9594727,0.307316035,715.9594727,-0.0330998823,715.9594727,0.03590524569,765.9996948,9.591158867,
624.9959106,0.02781034261,614.9820557,93.65588379,714.958252,94.3667984,714.958252,83.86091614,714.958252,0.01054232568,714.958252,0,714.958252,0.01984065585,714.958252,0.2581148744,714.958252,0.03474070877,714.958252,0.03675293922,765.0161743,10.36797333,
619.9924316,0.02866613865,613.949646,94.11104584,713.9567261,94.30030823,713.9567261,83.57022858,713.9567261,0.02855682932,713.9567261,0.02840159088,713.9567261,-0.0006188417901,713.9567261,0.2231200486,713.9567261,0.007613535039,713.9567261,0.03966875747,764.0322266,11.08799267,
614.9820557,0.02668660693,613.0645142,94.26792908,712.954834,94.20898438,712.954834,83.40828705,712.954834,0.02032346092,712.954834,-0.001849178108,712.954834,-0.003972226288,712.954834,0.2105048895,712.954834,0.007199536078,712.954834,0.03827632591,763.0479736,12.3626318,
609.9648438,0.02822047472,612.0315552,94.34288025,711.9526367,94.11556244,711.9526367,83.06685638,711.9526367,0.00361740496,711.9526367,0.03751065582,711.9526367,0.03581029922,711.9526367,0.1923901886,711.9526367,-0.02182675339,711.9526367,0.07623913139,762.0633545,14.41498852,
604.9407959,0.04949092865,610.9983521,94.19322205,710.9500732,93.80923462,710.9500732,82.62919617,710.9500732,0.0179828573,710.9500732,0.008541913703,710.9500732,0.02204546891,710.9500732,0.1743276864,710.9500732,0.0404541865,710.9500732,-0.01049538516,760.9376221,17.64489174,
600.0580444,1.006543756,609.9648438,93.86920166,709.9472046,93.62908173,709.9472046,82.33429718,709.9472046,-0.04451820627,709.9472046,0.03365422413,709.9472046,0.007180677727,709.9472046,0.1719489843,709.9472046,0.009350388311,709.9472046,0.009432300925,759.9522095,22.3961792,
595.020752,2.456726551,608.9310303,93.6124649,708.9439697,93.60401154,708.9439697,82.09868622,708.9439697,-0.01236358378,708.9439697,0.0373875536,708.9439697,0.05350478366,708.9439697,0.1487775594,708.9439697,0.02246853337,708.9439697,0.04773246497,758.9664307,29.84054756,
589.9768677,2.989161253,608.0446777,93.7569046,707.9404297,93.63121033,707.9404297,81.94139862,707.9404297,0.0218798127,707.9404297,-0.00532275252,707.9404297,0.02445553802,707.9404297,0.1450038701,707.9404297,-0.0109819714,707.9404297,0.07605676353,757.9802856,42.38842392,
584.9263306,3.391407013,607.0103149,94.14649963,706.9365234,93.73351288,706.9365234,81.87184143,706.9365234,-0.003192743286,706.9365234,0.01901192963,706.9365234,0.03555031121,706.9365234,0.1535754651,706.9365234,0.0003440796281,706.9365234,0.02607852779,756.9938354,62.50891876,
580.0181885,10,605.975708,94.17987061,705.932312,93.90803528,705.932312,81.80115509,705.932312,0.03426134959,705.932312,0.02089405805,705.932312,0.03102525137,705.932312,0.160945788,705.932312,0.01189699862,705.932312,0.02778514475,756.006958,84.0399704,
574.954895,10,604.9407959,93.10400391,705.0712891,94.08487701,705.0712891,81.90545654,705.0712891,0.03220954537,705.0712891,0.02981006168,705.0712891,0.0007110848092,705.0712891,0.2254306823,705.0712891,-0.02404728346,705.0712891,0.01105801668,755.0197754,90.21144867,
570.0343628,3.872435331,604.0534668,89.62181854,704.0664673,94.20896912,704.0664673,81.9730835,704.0664673,0.02503668889,704.0664673,0.03676761314,704.0664673,0.004367750604,704.0664673,0.2290790975,704.0664673,0.05530865118,704.0664673,0.00513362512,754.0322266,77.10948944,
564.9585571,3.088604212,603.0180054,81.47799683,703.0612793,94.35527039,703.0612793,82.1248703,703.0612793,0.01081287209,703.0612793,0.01386443339,703.0612793,0.01292088814,703.0612793,0.2632409036,703.0612793,0.06925205886,703.0612793,0.01199047454,753.0443115,53.586586,
560.0259399,4.407459736,601.9822998,63.54349899,702.0557861,94.63500977,702.0557861,82.5514679,702.0557861,0.01679076441,702.0557861,0.02488320693,702.0557861,-0.006997126155,702.0557861,0.31010589,702.0557861,0.05090331659,702.0557861,0.0120190559,752.0560303,32.16971588,
554.9376831,10,600.9462891,38.63351822,701.0499268,94.63123322,701.0499268,82.80774689,701.0499268,-0.009766608477,701.0499268,0.009553514421,701.0499268,-0.01576784626,701.0499268,0.3655868471,701.0499268,0,701.0499268,0.03189288452,751.0674438,20.18401909,
549.9932251,10,600.0580444,23.32071304,700.0437622,94.45731354,700.0437622,83.01036835,700.0437622,-0.01285878941,700.0437622,0.009958377108,700.0437622,0.0003542545601,700.0437622,0.3755765855,700.0437622,-0.05008568242,700.0437622,-0.00375284953,749.9371338,12.96089172,
545.0429688,10,599.0214844,10.24654865,699.0372925,94.48083496,699.0372925,83.5776825,699.0372925,0.03083414398,699.0372925,0.03465157747,699.0372925,0.06550754607,699.0372925,0.3790690303,699.0372925,0.0408564955,699.0372925,0.003264841856,748.9477539,9.18769455,
539.9367065,10,597.9846802,3.750801563,698.0304565,94.31472778,698.0304565,83.90871429,698.0304565,-0.03424207866,698.0304565,0.02095837332,698.0304565,0.01325737964,698.0304565,0.3233207762,698.0304565,0.006940998137,698.0304565,0.04051856697,747.9580078,6.691632271,
534.9749146,3.747068644,596.9475708,1.512910247,697.0233154,94.04361725,697.0233154,84.09532928,697.0233154,-0.01477923337,697.0233154,-0.02113702334,697.0233154,0.07358995825,697.0233154,0.2454751879,697.0233154,-0.04643381014,697.0233154,0.01167591009,746.9678955,5.115362167,
530.0074463,10,596.0584106,0.8082050681,696.0158081,93.84499359,696.0158081,84.60139465,696.0158081,0.04982404783,696.0158081,-0.003198181745,696.0158081,0.04616448283,696.0158081,0.2626906633,696.0158081,0.1227857769,696.0158081,-0.02142503299,745.977478,4.120043755,
525.0344238,3.712930679,595.020752,0.3798085749,695.0079956,93.75511932,695.0079956,84.89717102,695.0079956,0.01945404708,695.0079956,-0.008028041571,695.0079956,-0.02292313427,695.0079956,0.2430396378,695.0079956,4.058553696,695.0079956,-0.009177403525,744.9866943,3.542245626,
520.0559082,10,593.9828491,0.2772122324,693.9998169,93.56674194,693.9998169,85.08115387,693.9998169,0.04035096243,693.9998169,0.0365848802,693.9998169,0.070077084,693.9998169,0.1853211224,693.9998169,19.44167709,693.9998169,0.03814168647,743.9955444,3.137135506,
515.0719604,3.375719786,592.9446411,0.180411011,692.991394,93.43205261,692.991394,85.28860474,692.991394,-0.01301059779,692.991394,-0.03328334913,692.991394,0.04164202511,692.991394,0.2237248421,692.991394,45.51578903,692.991394,-0.009246196598,743.0040283,2.616165161,
509.9312744,3.690535784,592.0545654,0.1828101575,691.9825439,93.6296463,691.9825439,85.31231689,691.9825439,0.05326776952,691.9825439,0.007129093166,691.9825439,0.01327528991,691.9825439,0.2475778311,691.9825439,37.61872482,691.9825439,-0.02452076599,742.012207,2.352762699,
504.9363403,3.830539227,591.0158691,0.1477591246,690.9734497,93.76200104,690.9734497,85.26108551,690.9734497,0.02273063362,690.9734497,0.01069259178,690.9734497,0.0358367227,690.9734497,0.1625608802,690.9734497,40.58434677,690.9734497,0.004771020263,741.0200195,2.174284697,
499.9361267,10,589.9768677,0.07587896287,689.9639893,93.91174316,689.9639893,85.13295746,689.9639893,-0.02494938299,689.9639893,-0.0009189267294,689.9639893,0.03546892107,689.9639893,0.211158216,689.9639893,53.04256821,689.9639893,-0.04519251361,740.0274658,2.06274581,
494.9306641,3.573786259,588.937561,0.1213987619,688.9542236,94.08389282,688.9542236,84.94457245,688.9542236,0.02731219493,688.9542236,0.07613931596,688.9542236,0.04549151659,688.9542236,0.245329991,688.9542236,61.17166901,688.9542236,-0.01880075224,739.0345459,2.025050163,
490.0719299,10,588.0465698,0.1572348475,687.9440918,94.28975677,687.9440918,84.62671661,687.9440918,0.03689225391,687.9440918,-0.003742300672,687.9440918,0.0177332554,687.9440918,0.184917137,687.9440918,55.58559799,687.9440918,0.006054380909,738.0413208,2.019393921,
485.0562744,4.439904213,587.0067749,0.1057178974,686.9336548,94.34277344,686.9336548,84.26733398,686.9336548,-0.02789884247,686.9336548,0.04024109989,686.9336548,-0.003235558979,686.9336548,0.2263804972,686.9336548,51.56224823,686.9336548,0.01432331186,737.0477295,2.135450125,
480.0355225,3.407721519,585.9666748,0.1371135265,686.0673218,94.3598175,686.0673218,83.75453186,686.0673218,0.01385930553,686.0673218,0.07985906303,686.0673218,-0.00453995401,686.0673218,0.2950257957,686.0673218,56.16236496,686.0673218,0.02308966592,736.053772,2.373250723,
475.0097351,4.026397228,584.9263306,0.1004346311,685.0562744,94.30020142,685.0562744,83.12409973,685.0562744,0.04803771153,685.0562744,0.04870399088,685.0562744,0.01098184194,685.0562744,0.3321142495,685.0562744,58.47700119,685.0562744,0.03120805509,735.0594482,2.777956009,
469.9789429,3.548746109,584.0344238,0.06755046546,684.0449219,94.1260376,684.0449219,82.51410675,684.0449219,0.01024166308,684.0449219,0.05675600097,684.0449219,0.0009337258525,684.0449219,0.3356733024,684.0449219,58.45851135,684.0449219,0.01040683966,734.0648193,3.760245323,
464.9432373,4.106853008,582.9935303,0.0686705485,683.0332642,93.94654846,683.0332642,81.96974945,683.0332642,0.04051856697,683.0332642,0.0892046392,683.0332642,0.0004253825755,683.0332642,0.427737087,683.0332642,55.49622345,683.0332642,0.005548707675,733.0698242,5.807640076,
460.0554504,4.079259396,581.9524536,0.06451613456,682.0212402,93.78557587,682.0212402,81.45104218,682.0212402,-0.01768195443,682.0212402,0.008392287418,682.0212402,0.01047834847,682.0212402,0.3114791214,682.0212402,52.51927948,682.0212402,0.009087228216,731.932312,14.39370537,
455.0101624,3.945265293,581.0598145,0.06354042143,681.0089111,93.65316772,681.0089111,81.01292419,681.0089111,0.03142563626,681.0089111,-0.001568144537,681.0089111,0.01958046295,681.0089111,0.2544978261,681.0089111,53.49137878,681.0089111,-0.003674753942,730.9365845,44.27126694,
449.9601135,3.795951366,580.0181885,0.03949562833,679.9962769,93.60838318,679.9962769,80.43870544,679.9962769,-0.0124470247,679.9962769,0.04149422422,679.9962769,-0.028959319,679.9962769,0.2237048447,679.9962769,58.94392014,679.9962769,0.00780951092,729.9404907,49.11463928,
445.0585632,3.648803234,578.9762573,0.02331550792,678.9833374,93.59816742,678.9833374,79.93996429,678.9833374,-0.001323599718,678.9833374,0.007731197402,678.9833374,0.008100438863,678.9833374,0.1474493593,678.9833374,66.67227936,678.9833374,0.03749608248,728.9440918,21.81747627,
439.9992371,10,577.934082,0.05458449572,677.9700317,93.58997345,677.9700317,79.5030365,677.9700317,-0.0356869325,677.9700317,0.01168710552,677.9700317,0.03328919038,677.9700317,0.1193344146,677.9700317,71.32652283,677.9700317,0.0008556954563,727.9473267,6.09581852,
434.9353027,3.776416063,577.0405273,0.04182143882,676.9564209,93.8323288,676.9564209,79.21483612,676.9564209,0.03070901707,676.9564209,0.0314988941,676.9564209,0.05333505571,676.9564209,0.1014401466,676.9564209,73.88253784,676.9564209,0.02715091035,726.9501953,2.22239542,
430.0204468,3.75601244,575.9978638,0.03123400174,675.9425049,94.01509094,675.9425049,79.08262634,675.9425049,0.06300709397,675.9425049,0.0711696595,675.9425049,0.02366245165,675.9425049,0.01983266696,675.9425049,74.99884033,675.9425049,0.006749949418,725.9527588,0.8887990117,
424.9475403,10,574.954895,0.05799115822,674.9282227,94.24516296,674.9282227,78.96802521,674.9282227,0.06112536043,674.9282227,0.01979023404,674.9282227,0.06275548786,674.9282227,0.0627746433,674.9282227,75.1950531,674.9282227,0.09268232435,724.9549561,0.4390242994,
420.0241394,4.460718155,574.0606689,0.04940967262,674.0586548,94.33872223,674.0586548,79.02806091,674.0586548,0.001551138121,674.0586548,0.02656606585,674.0586548,0.1100146547,674.0586548,0.0219168514,674.0586548,75.37205505,674.0586548,0.05153802782,723.9567871,0.326990962,
414.9425049,3.468236685,573.0172119,0.0286621768,673.0438232,94.37314606,673.0438232,79.22910309,673.0438232,-0.01954700984,673.0438232,0.02946627513,673.0438232,0.0569604449,673.0438232,0.03813076764,673.0438232,75.54518127,673.0438232,0.02049183473,722.958313,0.199437812,
410.0106812,10,571.9735107,0.01297509857,672.0286255,94.40529633,672.0286255,79.48296356,672.0286255,-0.02442352101,672.0286255,0.0262039341,672.0286255,0.05675905198,672.0286255,0.008173919283,672.0286255,77.90062714,672.0286255,0.0197019726,721.9595337,0.1560510546,
405.0748291,10,570.9294434,0.02673492767,671.0131836,94.21582031,671.0131836,79.87130737,671.0131836,0.04744267091,671.0131836,-0.01552145369,671.0131836,0.0004773056717,671.0131836,0.03691866621,671.0131836,84.54447937,671.0131836,0.03046999685,720.9603271,0.06448257715,
399.9805603,3.918164492,570.0343628,0.04691232741,669.9973755,94.04859924,669.9973755,80.50945282,669.9973755,0.01164823677,669.9973755,0.005760633387,669.9973755,0.06326337159,669.9973755,0.03012097441,669.9973755,86.00167084,669.9973755,0.01718563214,719.9608765,0.09457346052,
395.0366211,3.610888481,568.9898682,-0.00220229174,668.9812622,93.79916382,668.9812622,81.00056458,668.9812622,0.01186475158,668.9812622,0.03838732839,668.9812622,0.06895590574,668.9812622,0.05864937976,668.9812622,86.52539063,668.9812622,0.01052331831,718.9609985,0.05708713457,
389.9341125,10,567.9450684,0.005286497995,667.9648438,93.73791504,667.9648438,81.50047302,667.9648438,0.06551445276,667.9648438,-0.02274059132,667.9648438,0.02985196747,667.9648438,0.05009321123,667.9648438,86.95433044,667.9648438,-0.01458811853,717.9608154,0.03053562343,
384.9822998,3.206794262,567.0493774,0.02576896735,666.9481201,93.53443909,666.9481201,82.04044342,666.9481201,0.005322210025,666.9481201,0.08819559216,666.9481201,0.05221601948,666.9481201,0.06434293091,666.9481201,87.747612,666.9481201,0.03444301337,716.9603271,0.0364994891,
380.0267029,3.905403376,566.0040894,-0.002429982182,665.9310303,93.5174942,665.9310303,82.60510254,665.9310303,0.03370531648,665.9310303,-0.01172649022,665.9310303,0.07785245031,665.9310303,0.1397975981,665.9310303,87.91927338,665.9310303,-0.04926206917,715.9594727,0.02765305713,
375.0673523,3.570415258,564.9585571,0.03168486804,665.059021,93.53598022,665.059021,83.17041779,665.059021,0.007046665996,665.059021,0.0425144434,665.059021,0.03006399423,665.059021,0.09841662645,665.059021,86.78570557,665.059021,-0.008636655286,714.958252,0.03167128935,
369.9491272,3.244992018,564.0621338,0.03822511435,664.0413818,93.76634216,664.0413818,83.84561157,664.0413818,0.003433032427,664.0413818,0.03755047917,664.0413818,0.02923991345,664.0413818,0.2156126499,664.0413818,87.27674103,664.0413818,0.08112984151,713.9567261,0.02902837843,
364.9822998,3.209510088,563.0161133,0.01866022125,663.0234375,93.98743439,663.0234375,84.18349457,663.0234375,0.05757427961,663.0234375,0.007349133492,663.0234375,0.01429901924,663.0234375,0.3494516015,663.0234375,87.82966614,663.0234375,-0.01996942796,712.954834,0.01581907272,
360.0118408,10,561.9697876,0.02083611116,662.005188,94.1305542,662.005188,84.46353912,662.005188,-0.005124022719,662.005188,0.001205036417,662.005188,0.01472686138,662.005188,0.3618660867,662.005188,88.16989136,662.005188,-0.002872762503,711.9526367,0.01088226959,
355.0378723,4.451273441,561.0727539,0.0181174539,660.9865723,94.23646545,660.9865723,84.5970459,660.9865723,-0.004223630764,660.9865723,0.02209751122,660.9865723,0.06270324439,660.9865723,0.3286147416,660.9865723,88.43635559,660.9865723,0.009550085291,710.9500732,0.007983141579,
350.0603638,10,560.0259399,0.03220387548,659.9677124,94.31520081,659.9677124,84.61470032,659.9677124,0.004963314161,659.9677124,-0.0109565556,659.9677124,-0.003182890825,659.9677124,0.2403440475,659.9677124,88.45719147,659.9677124,-0.0006892315578,709.9472046,0.02101783082,
344.9236755,3.500207663,558.9788818,0.01659483276,658.9484863,94.30172729,658.9484863,84.43180847,658.9484863,-0.02871632762,658.9484863,0.04895740375,658.9484863,0.07157972455,658.9484863,0.196066156,658.9484863,88.32532501,658.9484863,-0.00972014945,708.9439697,0.01834926009,
339.939209,10,557.9315186,0.008343790658,657.9289551,94.00501251,657.9289551,84.04466248,657.9289551,0.0099732792,657.9289551,0.05147181824,657.9289551,0.04056033492,657.9289551,0.1187501624,657.9289551,87.86226654,657.9289551,0.02563799173,707.9404297,-0.02489033528,
334.9513855,3.291571379,557.0336304,0.01513900328,657.0548706,93.91347504,657.0548706,83.58966827,657.0548706,-0.0008703084895,657.0548706,-0.007741454989,657.0548706,0.02110519633,657.0548706,0.1015458852,657.0548706,87.03943634,657.0548706,0.02378036082,706.9365234,0.02524545416,
329.9602356,10,555.9857788,0.006994024385,656.03479,93.60097504,656.03479,82.90087891,656.03479,-0.005038316827,656.03479,0.02978971787,656.03479,0.04102661088,656.03479,0.1540927738,656.03479,86.49459839,656.03479,0.01643908769,705.932312,0.0140791731,
324.9658508,4.586571693,554.9376831,0.04484103993,655.0143433,93.58649445,655.0143433,82.01725006,655.0143433,0.05704138428,655.0143433,-0.00692298403,655.0143433,-0.003218270373,655.0143433,0.1230661273,655.0143433,85.66473389,655.0143433,0.06939208508,705.0712891,0.01855180971,
319.9682312,3.761811256,554.0391235,0.04658403993,653.9936523,93.54473114,653.9936523,81.43703461,653.9936523,0.02260618284,653.9936523,-0.02705705352,653.9936523,0.03166687489,653.9936523,0.1973570585,653.9936523,84.94544983,653.9936523,0.002936594887,704.0664673,0.04390988499,
