1.000000	650.000000	0.000000	650.000000	0.000000	792.000000	4.000000	416.694500	NaN	NaN	0.000000	35.000000	500.212717	21.831780	0.000000	12.390160	-0.627285	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.000000	0.004000	0.004000	0.000000	0.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN
2.000000	650.000000	0.000000	650.000000	0.000000	792.000000	4.000000	416.694500	NaN	NaN	0.000000	35.000000	480.065446	21.831780	0.000000	12.390160	-0.856373	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.000000	0.004000	0.004000	0.000000	0.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN
3.000000	650.000000	0.000000	650.000000	0.000000	792.000000	4.000000	416.694500	NaN	NaN	0.000000	35.000000	460.118313	21.831780	0.133426	12.390160	-0.930599	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.000000	0.004000	0.004000	0.000000	0.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN
4.000000	650.000000	0.000000	650.000000	0.000000	792.000000	4.000000	416.694500	NaN	NaN	0.000000	35.000000	440.104467	21.831780	0.133426	12.390160	-0.489663	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.000000	0.004000	0.004000	0.000000	0.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN
5.000000	650.000000	0.000000	650.000000	0.000000	792.000000	4.000000	416.694500	NaN	NaN	0.000000	35.000000	420.157334	21.831780	0.133426	12.390160	-0.864177	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.000000	0.004000	0.004000	0.000000	0.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN
6.000000	650.000000	0.000000	650.000000	0.000000	792.000000	4.000000	416.694500	NaN	NaN	0.000000	35.000000	400.076776	21.831780	0.000000	12.390160	-0.734859	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.000000	0.004000	0.004000	0.000000	0.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN
7.000000	650.000000	0.000000	650.000000	0.000000	792.000000	4.000000	416.694500	NaN	NaN	0.000000	35.000000	380.062930	21.831780	0.133426	12.390160	-0.613888	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.000000	0.004000	0.004000	0.000000	0.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN
8.000000	650.000000	0.000000	650.000000	0.000000	792.000000	4.000000	416.694500	NaN	NaN	0.000000	35.000000	360.115797	21.831780	0.133426	12.390160	-0.734285	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.000000	0.004000	0.004000	0.000000	0.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN
9.000000	650.000000	0.000000	650.000000	0.000000	792.000000	4.000000	416.694500	NaN	NaN	0.000000	35.000000	340.168664	21.831780	0.133426	12.390160	-0.785141	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.000000	0.004000	0.004000	0.000000	0.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN
10.000000	650.000000	0.000000	650.000000	0.000000	792.000000	4.000000	416.694500	NaN	NaN	0.000000	35.000000	320.088106	21.831780	0.133426	12.390160	-0.842713	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.000000	0.004000	0.004000	0.000000	0.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN
11.000000	650.000000	0.000000	650.000000	0.000000	792.000000	4.000000	416.694500	NaN	NaN	0.000000	35.000000	300.207686	21.831780	0.133426	12.390160	-0.757950	0.000000	0.000000	0.000000	0.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.000000	0.004000	0.004000	0.000000	0.000000	0.000000	NaN	NaN	NaN	NaN	NaN	NaN
