TITLE	
DATA TYPE	
ORIGIN	JASCO
OWNER	
DATE	14/09/17
TIME	12:24:02
SPECTROMETER/DATA SYSTEM	JASCO Corp., V-570, Rev. 1.00
RESOLUTION	
DELTAX	-1
XUNITS	NANOMETERS
YUNITS	ABSORBANCE
FIRSTX	2000
LASTX	750
NPOINTS	1251
FIRSTY	0.09621
MAXY	2.06985
MINY	0.09621
XYDATA	
1669	0.038987586
1668	0.040067586
1667	0.041227586
1666	0.042547586
1665	0.043777586
1664	0.044997586
1663	0.046187586
1662	0.047447586
1661	0.048657586
1660	0.049987586
1659	0.051277586
1658	0.052617586
1657	0.054197586
1656	0.055757586
1655	0.057417586
1654	0.058987586
1653	0.060707586
1652	0.062497586
1651	0.064327586
1650	0.066177586
1649	0.067967586
1648	0.069917586
1647	0.071877586
1646	0.073917586
1645	0.076007586
1644	0.077967586
1643	0.080127586
1642	0.082447586
1641	0.084807586
1640	0.087097586
1639	0.089377586
1638	0.091887586
1637	0.094407586
1636	0.096937586
1635	0.099647586
1634	0.102527586
1633	0.105427586
1632	0.108247586
1631	0.110997586
1630	0.113917586
1629	0.116967586
1628	0.119887586
1627	0.122907586
1626	0.125957586
1625	0.129247586
1624	0.132757586
1623	0.136217586
1622	0.139727586
1621	0.143357586
1620	0.147067586
1619	0.150817586
1618	0.154467586
1617	0.158347586
1616	0.162297586
1615	0.166367586
1614	0.170607586
1613	0.174887586
1612	0.179097586
1611	0.183477586
1610	0.187987586
1609	0.192837586
1608	0.197607586
1607	0.202377586
1606	0.207297586
1605	0.212257586
1604	0.217597586
1603	0.222927586
1602	0.228157586
1601	0.233477586
1600	0.238777586
1599	0.244357586
1598	0.250087586
1597	0.256087586
1596	0.262017586
1595	0.268207586
1594	0.274317586
1593	0.280607586
1592	0.286927586
1591	0.293357586
1590	0.299957586
1589	0.306617586
1588	0.313347586
1587	0.320177586
1586	0.326927586
1585	0.334017586
1584	0.341067586
1583	0.348147586
1582	0.355557586
1581	0.363047586
1580	0.370757586
1579	0.378457586
1578	0.386077586
1577	0.393707586
1576	0.401397586
1575	0.409197586
1574	0.417197586
1573	0.425327586
1572	0.433687586
1571	0.441767586
1570	0.449977586
1569	0.458117586
1568	0.466367586
1567	0.474887586
1566	0.483477586
1565	0.492237586
1564	0.500897586
1563	0.509617586
1562	0.518497586
1561	0.527167586
1560	0.535767586
1559	0.544457586
1558	0.553017586
1557	0.561717586
1556	0.570357586
1555	0.579307586
1554	0.587947586
1553	0.596487586
1552	0.604927586
1551	0.613567586
1550	0.622217586
1549	0.630527586
1548	0.638647586
1547	0.646727586
1546	0.655177586
1545	0.663407586
1544	0.671687586
1543	0.679607586
1542	0.687367586
1541	0.695077586
1540	0.702537586
1539	0.709707586
1538	0.716817586
1537	0.723997586
1536	0.730927586
1535	0.737837586
1534	0.744147586
1533	0.750317586
1532	0.756547586
1531	0.762197586
1530	0.768147586
1529	0.773467586
1528	0.778667586
1527	0.783827586
1526	0.788527586
1525	0.792877586
1524	0.796937586
1523	0.800997586
1522	0.804677586
1521	0.808347586
1520	0.811757586
1519	0.814967586
1518	0.817717586
1517	0.820117586
1516	0.822007586
1515	0.824097586
1514	0.825667586
1513	0.827187586
1512	0.827817586
1511	0.828137586
1510	0.828437586
1509	0.828647586
1508	0.828457586
1507	0.828487586
1506	0.828237586
1505	0.827237586
1504	0.825227586
1503	0.823137586
1502	0.821447586
1501	0.819347586
1500	0.816737586
1499	0.813697586
1498	0.810417586
1497	0.807807586
1496	0.804457586
1495	0.800807586
1494	0.797137586
1493	0.793457586
1492	0.789497586
1491	0.784787586
1490	0.779607586
1489	0.774067586
1488	0.768787586
1487	0.763147586
1486	0.757887586
1485	0.751877586
1484	0.745747586
1483	0.739637586
1482	0.733147586
1481	0.726867586
1480	0.720217586
1479	0.713547586
1478	0.706557586
1477	0.699617586
1476	0.692827586
1475	0.685477586
1474	0.678257586
1473	0.670507586
1472	0.663097586
1471	0.655357586
1470	0.647737586
1469	0.640217586
1468	0.632417586
1467	0.624677586
1466	0.616877586
1465	0.609287586
1464	0.601877586
1463	0.593977586
1462	0.585877586
1461	0.577887586
1460	0.570267586
1459	0.562707586
1458	0.554997586
1457	0.547087586
1456	0.539167586
1455	0.531417586
1454	0.523757586
1453	0.516087586
1452	0.508487586
1451	0.500907586
1450	0.493597586
1449	0.486497586
1448	0.479257586
1447	0.471837586
1446	0.464707586
1445	0.457747586
1444	0.450897586
1443	0.443977586
1442	0.437247586
1441	0.430657586
1440	0.424047586
1439	0.417447586
1438	0.410947586
1437	0.404477586
1436	0.398287586
1435	0.392167586
1434	0.386137586
1433	0.380217586
1432	0.374267586
1431	0.368517586
1430	0.362987586
1429	0.357647586
1428	0.352347586
1427	0.347107586
1426	0.341957586
1425	0.336957586
1424	0.332127586
1423	0.327257586
1422	0.322567586
1421	0.317817586
1420	0.313417586
1419	0.308967586
1418	0.304647586
1417	0.300317586
1416	0.296297586
1415	0.292467586
1414	0.288767586
1413	0.285037586
1412	0.281267586
1411	0.277637586
1410	0.274067586
1409	0.270557586
1408	0.267147586
1407	0.263837586
1406	0.260767586
1405	0.257827586
1404	0.254937586
1403	0.252117586
1402	0.249327586
1401	0.246727586
1400	0.244107586
1399	0.241587586
1398	0.239217586
1397	0.236757586
1396	0.234367586
1395	0.232127586
1394	0.230007586
1393	0.227947586
1392	0.225957586
1391	0.224117586
1390	0.222377586
1389	0.220497586
1388	0.218767586
1387	0.217107586
1386	0.215617586
1385	0.213987586
1384	0.212457586
1383	0.211037586
1382	0.209817586
1381	0.208537586
1380	0.207477586
1379	0.206427586
1378	0.205337586
1377	0.204437586
1376	0.203517586
1375	0.202707586
1374	0.201817586
1373	0.201017586
1372	0.200107586
1371	0.199537586
1370	0.198857586
1369	0.198307586
1368	0.197717586
1367	0.197297586
1366	0.196957586
1365	0.196707586
1364	0.196467586
1363	0.196107586
1362	0.195947586
1361	0.195787586
1360	0.195627586
1359	0.195527586
1358	0.195437586
1357	0.195357586
1356	0.195327586
1355	0.195507586
1354	0.195657586
1353	0.195877586
1352	0.195957586
1351	0.196137586
1350	0.196337586
1349	0.196677586
1348	0.197077586
1347	0.197427586
1346	0.197827586
1345	0.198207586
1344	0.198787586
1343	0.199217586
1342	0.199717586
1341	0.200297586
1340	0.200927586
1339	0.201627586
1338	0.202267586
1337	0.202897586
1336	0.203467586
1335	0.204447586
1334	0.205227586
1333	0.206007586
1332	0.206687586
1331	0.207497586
1330	0.208307586
1329	0.209217586
1328	0.210167586
1327	0.211057586
1326	0.212027586
1325	0.213037586
1324	0.213977586
1323	0.215047586
1322	0.216127586
1321	0.217337586
1320	0.218507586
1319	0.219627586
1318	0.220757586
1317	0.221937586
1316	0.223007586
1315	0.224127586
1314	0.225187586
1313	0.226417586
1312	0.227747586
1311	0.229137586
1310	0.230387586
1309	0.231607586
1308	0.232917586
1307	0.234247586
1306	0.235747586
1305	0.237217586
1304	0.238647586
1303	0.240007586
1302	0.241487586
1301	0.242947586
1300	0.244487586
1299	0.246037586
1298	0.247667586
1297	0.249207586
1296	0.250877586
1295	0.252427586
1294	0.253977586
1293	0.255537586
1292	0.257207586
1291	0.259007586
1290	0.260797586
1289	0.262657586
1288	0.264527586
1287	0.266347586
1286	0.268137586
1285	0.269997586
1284	0.271927586
1283	0.273777586
1282	0.275747586
1281	0.277747586
1280	0.279717586
1279	0.281937586
1278	0.284037586
1277	0.286237586
1276	0.288317586
1275	0.290527586
1274	0.292677586
1273	0.294937586
1272	0.297287586
1271	0.299697586
1270	0.302027586
1269	0.304397586
1268	0.306807586
1267	0.309317586
1266	0.311837586
1265	0.314357586
1264	0.316987586
1263	0.319617586
1262	0.322197586
1261	0.324827586
1260	0.327407586
1259	0.330007586
1258	0.332687586
1257	0.335437586
1256	0.338307586
1255	0.341107586
1254	0.344007586
1253	0.346827586
1252	0.349777586
1251	0.352627586
1250	0.355467586
1249	0.358347586
1248	0.361277586
1247	0.364397586
1246	0.367337586
1245	0.370367586
1244	0.373337586
1243	0.376447586
1242	0.379537586
1241	0.382697586
1240	0.385707586
1239	0.388577586
1238	0.391477586
1237	0.394517586
1236	0.397637586
1235	0.400807586
1234	0.403767586
1233	0.406777586
1232	0.409737586
1231	0.412597586
1230	0.415347586
1229	0.418227586
1228	0.421277586
1227	0.424317586
1226	0.427007586
1225	0.429667586
1224	0.432367586
1223	0.435237586
1222	0.438157586
1221	0.440947586
1220	0.443527586
1219	0.445997586
1218	0.448557586
1217	0.450977586
1216	0.453387586
1215	0.455677586
1214	0.457967586
1213	0.460257586
1212	0.462417586
1211	0.464517586
1210	0.466477586
1209	0.468387586
1208	0.470357586
1207	0.472277586
1206	0.474157586
1205	0.475917586
1204	0.477577586
1203	0.479257586
1202	0.480757586
1201	0.482267586
1200	0.483377586
1199	0.485137586
1198	0.486677586
1197	0.488117586
1196	0.489157586
1195	0.490357586
1194	0.491537586
1193	0.492447586
1192	0.493247586
1191	0.493947586
1190	0.494767586
1189	0.495417586
1188	0.496077586
1187	0.496747586
1186	0.497297586
1185	0.497797586
1184	0.498177586
1183	0.498457586
1182	0.498777586
1181	0.498807586
1180	0.498987586
1179	0.499307586
1178	0.499677586
1177	0.499687586
1176	0.499707586
1175	0.499737586
1174	0.499717586
1173	0.499577586
1172	0.499217586
1171	0.499227586
1170	0.499147586
1169	0.498797586
1168	0.498597586
1167	0.498077586
1166	0.497927586
1165	0.497737586
1164	0.497757586
1163	0.497627586
1162	0.497307586
1161	0.496817586
1160	0.496537586
1159	0.496107586
1158	0.495637586
1157	0.495367586
1156	0.495117586
1155	0.494877586
1154	0.494687586
1153	0.494277586
1152	0.493937586
1151	0.493677586
1150	0.493237586
1149	0.493087586
1148	0.492727586
1147	0.492607586
1146	0.492427586
1145	0.492427586
1144	0.492467586
1143	0.492567586
1142	0.492577586
1141	0.492407586
1140	0.492237586
1139	0.492097586
1138	0.492377586
1137	0.492527586
1136	0.492747586
1135	0.492907586
1134	0.493137586
1133	0.493347586
1132	0.493537586
1131	0.493867586
1130	0.494297586
1129	0.494887586
1128	0.495517586
1127	0.495917586
1126	0.496347586
1125	0.496997586
1124	0.497627586
1123	0.498447586
1122	0.499177586
1121	0.499867586
1120	0.500797586
1119	0.501427586
1118	0.502527586
1117	0.503337586
1116	0.504397586
1115	0.505407586
1114	0.506657586
1113	0.507877586
